仓库编码,仓库名称,仓库类型,仓库层级,仓库服务商,状态,国家,省市区,详细地址,邮编,负责人,联系电话,备注,是否实体仓,是否需清关,申报地海关,对应口岸,区间企业,账册编码,创建人,创建时间,更新人,更新时间,仓储货代,外部编码,是否自动生成核注清单,是否需核放申报
ZZ014,ARKO郑州保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E280,,是
ZZ270,水羊国际淘分销跨境郑州自贸达仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E408,,是
ZZ271,水羊国际香港中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E418,,否
ZZ016,AVEENO上海基森中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,松江综A,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,上海基森,E285,,是
ZZ272,水羊美妆郑州中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E256,,是
ZZ017,AVEENO长沙中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,拙燕跨境供应链,E277,,是
ZZ018,AYUNA郑州菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E318,,是
ZZ019,AYUNA郑州菜鸟中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E524,,是
ZZ275,万物心选郑州多品牌跨境仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,平台仓,E456,,是
ZZ020,AYUNA郑州中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E317,,是
ZZ276,香港菜鸟中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E492,,否
ZZ023,BDS武汉心怡菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E570,,是
ZZ279,心怡杭州保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,杭州综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E266,,是
ZZ024,Biretix郑州菜鸟中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E545,,是
ZZ025,Biretix郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E543,,是
ZZ281,有赞水羊直供跨境多品牌郑州仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E415,,是
ZZ026,BrowCode郑州菜鸟中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E507,,是
ZZ282,长沙保税中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,拙燕跨境供应链,E239,,是
ZZ030,Casamorati郑州中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E391,,是
ZZ031,CASAMORAT郑州菜鸟中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E531,,是
ZZ287,郑州心怡中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E474,,是
ZZ032,CELLEX-C京东pop宁波仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,甬保税区,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,平台仓,C789,,是
ZZ033,CELLEX-C京东pop郑州仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,新郑海关,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,平台仓,C788,,是
ZZ034,Cellex-C郑州自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E358,,是
ZZ035,Cellex-C郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E357,,是
ZZ036,CODAGE郑州菜鸟中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E522,,是
ZZ037,CODAGE郑州自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E426,,是
ZZ038,CODAGE郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E427,,是
ZZ039,code8宁波保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,甬保税区,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E396,,是
ZZ041,Code8郑州自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E336,,是
ZZ042,Code8郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E335,,是
ZZ046,Dr. Sebagh宁波菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E477,,是
ZZ047,Dr. Sebagh郑州菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E476,,是
ZZ048,Dr. Sebagh郑州中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E475,,是
ZZ050,DS Lab郑州自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E431,,是
ZZ051,DS Lab郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E432,,是
ZZ053,DS郑州心怡中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,新郑海关,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E538,,是
ZZ054,EllisBroo郑州菜鸟中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E526,,是
ZZ055,EllisBro郑州自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E455,,是
ZZ056,EllisBro郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E454,,是
ZZ057,endota郑州菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E591,,是
ZZ058,Endota郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E557,,是
ZZ059,ESI武汉心怡菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,武汉经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E574,,是
ZZ060,ESI郑州菜鸟中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E519,,是
ZZ065,ESI郑州自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E411,,是
ZZ066,EVIDENS上海水羊仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,松江综A,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,平台仓,C130,,是
ZZ067,EVIDENS上海中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,平台仓,E221,,是
ZZ069,EVIDENS郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E498,,是
ZZ072,Hapa宁波菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,甬保税区,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E554,,是
ZZ073,Hapa宁波宁兴中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,甬保税区,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E555,,是
ZZ074,Hapa郑州菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E560,,是
ZZ075,Hapa郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E579,,是
ZZ078,Hermetica郑州菜鸟中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E500,,是
ZZ082,Hince郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E483,,是
ZZ083,ikoo小红书宁波保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,甬保税区,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,平台仓,E379,,是
ZZ084,IKOO郑州菜鸟中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E525,,是
ZZ086,IKOO郑州自贸达菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E289,,是
ZZ087,iraltone旗舰郑州保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E590,,是
ZZ088,IRALTONE郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E510,,是
ZZ089,ISANA武汉心怡菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,武汉经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E576,,是
ZZ092,ISANA郑州自贸达菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E311,,是
ZZ093,JoLoves郑州菜鸟中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E523,,是
ZZ094,JoLoves郑州自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E337,,是
ZZ096,JONZAC郑州自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E581,,是
ZZ097,JONZAC郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E580,,是
ZZ098,JuiceB武汉心怡菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,武汉经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E577,,是
ZZ101,JuiceB郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E412,,是
ZZ103,KIKO武汉菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,武汉经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E567,,是
ZZ107,KIKO郑州菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E246,,是
ZZ108,KIKO郑州中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E247,,是
ZZ109,LABEAU郑州自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E365,,是
ZZ110,LABEAU郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E364,,是
ZZ111,Legology郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E588,,是
ZZ112,LIERAC上海基森保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,松江综A,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E245,,是
ZZ113,LIERAC郑州保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E244,,是
ZZ116,LIOVERITE郑州自贸达菜鸟,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E594,,是
ZZ119,Lookx郑州菜鸟中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E518,,是
ZZ120,LOOkX郑州自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E438,,是
ZZ121,LOOkX郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E437,,是
ZZ122,LordBerry武汉菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,武汉经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E569,,是
ZZ123,LordBerry郑州菜鸟中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E496,,是
ZZ126,LUMENE考拉POP上海保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,平台仓,E308,,是
ZZ127,lumene上海菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,松江综A,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E210,,是
ZZ129,LUMENE武汉心怡菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,武汉经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E536,,是
ZZ130,LUMENE郑州自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E389,,是
ZZ135,Masque郑州菜鸟中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E499,,是
ZZ137,Masque郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E433,,是
ZZ138,MDL武汉心怡菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,武汉经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E571,,是
ZZ140,MEMO郑州菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E299,,是
ZZ141,MEMO郑州菜鸟中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E532,,是
ZZ142,MEMO郑州中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E300,,是
ZZ144,Mesoestetic郑州菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E401,,是
ZZ145,Mesoestetic郑州心怡中,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E407,,是
ZZ146,Mesoestetic郑州中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E360,,是
ZZ147,milani菜鸟郑州保税1号仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E400,,是
ZZ148,MONTALE郑州菜鸟中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E566,,是
ZZ149,MONTALE郑州自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E565,,是
ZZ150,MONTALE郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E564,,是
ZZ151,MYS郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E540,,是
ZZ152,N&S郑州菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E592,,是
ZZ153,N&S郑州菜鸟中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E589,,是
ZZ154,N&S郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E494,,是
ZZ157,NATASHA郑州心怡菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,新郑海关,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E329,,是
ZZ158,Natasha郑州自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E394,,是
ZZ159,Natasha郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E387,,是
ZZ160,Neoretin郑州菜鸟中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E547,,是
ZZ164,Nobile郑州菜鸟中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E521,,是
ZZ166,NobleIsle武汉心怡菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,武汉经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E572,,是
ZZ167,NobleIsle郑州菜鸟中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E512,,是
ZZ169,OGX杭州菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,杭州综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E262,,是
ZZ170,OGX上海基森中转仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,松江综A,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,平台仓,E205,,是
ZZ171,OGX香港中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,平台仓,E259,,否
ZZ172,OGX郑州菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E224,,是
ZZ173,OGX郑州中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E223,,是
ZZ174,oolaboo郑州自贸达菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E583,,是
ZZ175,oolaboo郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E582,,是
ZZ177,PARISSA郑州菜鸟中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E503,,是
ZZ179,Penaten上海中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,平台仓,E251,,是
ZZ180,Percy&Reed自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E458,,是
ZZ181,PercyReed武汉心怡菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,武汉经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E573,,是
ZZ182,PercyReed郑州菜鸟中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E520,,是
ZZ183,Perlier郑州菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E562,,是
ZZ184,Perlier郑州菜鸟中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E561,,是
ZZ185,Perlier郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E515,,是
ZZ186,PIERAUGE武汉心怡菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,武汉经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E575,,是
ZZ187,PierAuge郑州菜鸟中心仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E495,,是
ZZ188,QMS郑州中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,自贸达,E283,,是
ZZ189,QMS郑州自贸达菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E293,,是
ZZ190,REVITALASH郑州易通菜鸟,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E309,,是
ZZ191,REVITALASH郑州易通中间,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E315,,是
ZZ192,REVITALASH郑州易通中心,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E348,,是
ZZ198,Rogaine菜鸟郑州保税OTC,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,菜鸟,E375,,是
ZZ199,Rogaine培健小程序郑州仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2022-06-28 22:05:30,,2022-06-28 22:05:30,平台仓,E393,,是
